filename,width,height,class,xmin,ymin,xmax,ymax
house3236.jpg,854,480,fire,473,2,568,113
house6136.jpg,426,240,fire,171,81,200,119
house3542.jpg,854,480,fire,499,3,568,110
house2565.jpg,854,480,fire,510,1,607,105
house2607.jpg,854,480,fire,497,1,621,107
house4171.jpg,854,480,fire,469,350,527,424
hand_held_nasa_training12.jpg,854,480,fire,263,394,352,456
house6445.jpg,426,240,fire,172,59,206,119
house3892.jpg,854,480,fire,510,70,559,110
case2_car158.jpg,640,480,fire,219,233,285,299
hand_held_nasa_training196.jpg,854,480,fire,302,267,363,303
house6114.jpg,426,240,fire,171,81,200,119
barbecue843.jpg,1280,720,fire,557,458,694,533
house3541.jpg,854,480,fire,499,3,568,110
house4426.jpg,854,480,fire,472,333,526,420
hand_held_nasa_training86.jpg,854,480,fire,312,319,390,383
house3270.jpg,854,480,fire,501,63,561,109
house2305.jpg,854,480,fire,513,2,608,105
barbecue887.jpg,1280,720,fire,509,264,722,527
house2770.jpg,854,480,fire,520,0,609,107
barbecue681.jpg,1280,720,fire,597,305,734,633
house4606.jpg,854,480,fire,470,333,525,426
house2843.jpg,854,480,fire,508,2,664,108
house3237.jpg,854,480,fire,473,2,568,113
house4640.jpg,854,480,fire,468,349,527,422
house515.jpg,854,480,fire,422,249,512,428
house2686.jpg,854,480,fire,510,0,614,109
house216.jpg,854,480,fire,521,2,605,106
house3234.jpg,854,480,fire,473,2,568,113
house2317.jpg,854,480,fire,513,2,608,105
hand_held_nasa_training51.jpg,854,480,fire,252,376,355,460
house2144.jpg,854,480,fire,523,1,614,108
house47.jpg,854,480,fire,470,345,523,425
house3666.jpg,854,480,fire,501,0,587,108
house6575.jpg,426,240,fire,131,86,156,117
house297.jpg,854,480,fire,521,4,606,105
house3196.jpg,854,480,fire,504,66,561,108
house655.jpg,426,240,fire,171,81,200,119
house3374.jpg,854,480,fire,468,1,564,110
case2_car72.jpg,640,480,fire,2,207,92,293
house3336.jpg,854,480,fire,468,1,564,110
hand_held_nasa_training195.jpg,854,480,fire,302,267,363,303
house6269.jpg,426,240,fire,173,68,201,118
house6291.jpg,426,240,fire,173,68,201,118
house4395.jpg,854,480,fire,472,333,526,420
house2585.jpg,854,480,fire,502,1,601,109
house439.jpg,854,480,fire,472,333,528,423
house6342.jpg,426,240,fire,173,68,201,118
house211.jpg,854,480,fire,521,2,605,106
house3783.jpg,854,480,fire,484,1,562,110
house2388.jpg,854,480,fire,519,2,617,106
house3172.jpg,854,480,fire,507,74,564,111
house6842.jpg,426,240,fire,174,59,243,120
house4663.jpg,854,480,fire,467,347,528,426
house2460.jpg,854,480,fire,519,2,617,106
house3177.jpg,854,480,fire,507,74,564,111
house3763.jpg,854,480,fire,497,3,561,110
house4172.jpg,854,480,fire,469,350,527,424
hand_held_nasa_training125.jpg,854,480,fire,290,114,354,164
barbecue867.jpg,1280,720,fire,551,455,705,547
house3432.jpg,854,480,fire,468,1,564,110
house2325.jpg,854,480,fire,513,2,608,105
house3319.jpg,854,480,fire,468,1,564,110
house6677.jpg,426,240,fire,153,152,171,194
house2238.jpg,854,480,fire,513,2,608,105
house3424.jpg,854,480,fire,468,1,564,110
house4457.jpg,854,480,fire,472,333,526,420
hand_held_nasa_training54.jpg,854,480,fire,252,376,355,460
house2377.jpg,854,480,fire,519,2,617,106
house2783.jpg,854,480,fire,508,2,664,108
barbecue804.jpg,1280,720,fire,464,321,688,548
house6518.jpg,426,240,fire,131,86,156,117
house2228.jpg,854,480,fire,513,2,608,105
hand_held_nasa_training112.jpg,854,480,fire,273,121,367,175
house3503.jpg,854,480,fire,483,3,571,110
house290.jpg,854,480,fire,521,4,606,105
house6510.jpg,426,240,fire,131,86,156,117
case2_car82.jpg,640,480,fire,94,223,188,285
house2820.jpg,854,480,fire,508,2,664,108
house4823.jpg,854,480,fire,467,341,524,424
hand_held_nasa_training110.jpg,854,480,fire,273,121,367,175
house2103.jpg,854,480,fire,521,4,606,105
house3742.jpg,854,480,fire,500,2,577,109
house579.jpg,854,480,fire,418,264,522,431
house3575.jpg,854,480,fire,500,0,572,109
house2381.jpg,854,480,fire,519,2,617,106
hand_held_nasa_training40.jpg,854,480,fire,272,381,369,459
house3252.jpg,854,480,fire,503,60,567,112
house4675.jpg,854,480,fire,467,347,528,426
house6605.jpg,426,240,fire,131,86,156,117
house633.jpg,426,240,fire,176,84,200,117
house2215.jpg,854,480,fire,513,2,608,105
case2_car139.jpg,640,480,fire,163,221,232,286
house6466.jpg,426,240,fire,172,59,206,119
house480.jpg,854,480,fire,478,315,532,427
house6839.jpg,426,240,fire,174,59,243,120
house569.jpg,854,480,fire,425,240,518,424
house4854.jpg,854,480,fire,469,352,523,421
barbecue771.jpg,1280,720,fire,496,231,695,564
house6502.jpg,426,240,fire,172,59,206,119
case2_car138.jpg,640,480,fire,163,221,232,286
house2349.jpg,854,480,fire,519,2,617,106
hand_held_nasa_training30.jpg,854,480,fire,256,405,361,462
house4728.jpg,854,480,fire,473,332,526,426
house6408.jpg,426,240,fire,173,68,201,118
house3129.jpg,854,480,fire,511,81,537,106
barbecue665.jpg,1280,720,fire,396,349,616,532
house2254.jpg,854,480,fire,513,2,608,105
house3361.jpg,854,480,fire,468,1,564,110
house4861.jpg,854,480,fire,469,352,523,421
house2447.jpg,854,480,fire,519,2,617,106
house3632.jpg,854,480,fire,501,0,587,108
case2_car135.jpg,640,480,fire,163,221,232,286
house4637.jpg,854,480,fire,468,349,527,422
house6724.jpg,426,240,fire,153,152,171,194
house2273.jpg,854,480,fire,513,2,608,105
house3578.jpg,854,480,fire,500,0,572,109
house3180.jpg,854,480,fire,507,74,564,111
house3355.jpg,854,480,fire,468,1,564,110
house489.jpg,854,480,fire,473,363,531,426
house3773.jpg,854,480,fire,484,1,562,110
barbecue841.jpg,1280,720,fire,557,458,694,533
house3872.jpg,854,480,fire,512,72,555,108
house6140.jpg,426,240,fire,171,81,200,119
house663.jpg,426,240,fire,171,81,200,119
house3113.jpg,854,480,fire,511,81,537,106
house4453.jpg,854,480,fire,472,333,526,420
house2158.jpg,854,480,fire,523,1,614,108
house3698.jpg,854,480,fire,500,2,577,109
house4718.jpg,854,480,fire,473,332,526,426
barbecue845.jpg,1280,720,fire,557,458,694,533
house495.jpg,854,480,fire,473,363,531,426
house2812.jpg,854,480,fire,508,2,664,108
house6391.jpg,426,240,fire,173,68,201,118
house3384.jpg,854,480,fire,468,1,564,110
house2415.jpg,854,480,fire,519,2,617,106
house434.jpg,854,480,fire,472,333,528,423
barbecue872.jpg,1280,720,fire,551,455,705,547
house2212.jpg,854,480,fire,523,1,614,108
hand_held_nasa_training98.jpg,854,480,fire,249,146,320,204
house45.jpg,854,480,fire,470,345,523,425
house4183.jpg,854,480,fire,469,350,527,424
hand_held_nasa_training202.jpg,854,480,fire,308,280,352,312
house4788.jpg,854,480,fire,467,341,524,424
case2_car105.jpg,640,480,fire,149,238,204,299
barbecue873.jpg,1280,720,fire,551,387,695,536
hand_held_nasa_training121.jpg,854,480,fire,282,126,352,179
barbecue761.jpg,1280,720,fire,496,231,695,564
house4460.jpg,854,480,fire,469,345,526,422
house6848.jpg,426,240,fire,174,59,243,120
house2299.jpg,854,480,fire,513,2,608,105
house2704.jpg,854,480,fire,510,0,614,109
house6379.jpg,426,240,fire,173,68,201,118
case2_car103.jpg,640,480,fire,149,238,204,299
house2312.jpg,854,480,fire,513,2,608,105
house6207.jpg,426,240,fire,171,81,200,119
house2662.jpg,854,480,fire,510,0,614,109
barbecue787.jpg,1280,720,fire,514,194,704,542
house4775.jpg,854,480,fire,470,353,526,423
house4132.jpg,854,480,fire,469,350,527,424
house2410.jpg,854,480,fire,519,2,617,106
case2_car136.jpg,640,480,fire,163,221,232,286
house6273.jpg,426,240,fire,173,68,201,118
house6592.jpg,426,240,fire,131,86,156,117
house2888.jpg,854,480,fire,518,1,667,106
house6556.jpg,426,240,fire,131,86,156,117
house627.jpg,426,240,fire,176,84,200,117
house2886.jpg,854,480,fire,518,1,667,106
house6831.jpg,426,240,fire,170,29,242,120
house6241.jpg,426,240,fire,173,68,201,118
hand_held_nasa_training2.jpg,854,480,fire,239,418,348,458
house4572.jpg,854,480,fire,471,347,523,422
house6296.jpg,426,240,fire,173,68,201,118
house6383.jpg,426,240,fire,173,68,201,118
house6528.jpg,426,240,fire,131,86,156,117
barbecue796.jpg,1280,720,fire,536,362,693,556
barbecue706.jpg,1280,720,fire,534,367,761,596
house3553.jpg,854,480,fire,500,0,572,109
house4274.jpg,854,480,fire,471,349,529,423
house2752.jpg,854,480,fire,508,0,604,108
barbecue772.jpg,1280,720,fire,496,231,695,564
case2_car126.jpg,640,480,fire,147,226,220,292
barbecue837.jpg,1280,720,fire,557,458,694,533
house2621.jpg,854,480,fire,497,1,621,107
house6763.jpg,426,240,fire,175,44,209,120
barbecue666.jpg,1280,720,fire,405,307,625,522
barbecue833.jpg,1280,720,fire,548,348,687,537
barbecue856.jpg,1280,720,fire,551,455,705,547
house539.jpg,854,480,fire,422,246,522,426
barbecue813.jpg,1280,720,fire,509,312,701,543
house4188.jpg,854,480,fire,469,350,527,424
house6562.jpg,426,240,fire,131,86,156,117
house2105.jpg,854,480,fire,521,4,606,105
house4882.jpg,854,480,fire,464,350,526,424
house2605.jpg,854,480,fire,497,1,621,107
house3311.jpg,854,480,fire,470,2,561,109
house3546.jpg,854,480,fire,499,3,568,110
house4893.jpg,854,480,fire,464,350,526,424
barbecue684.jpg,1280,720,fire,561,437,691,631
house27.jpg,854,480,fire,521,2,605,106
house2129.jpg,854,480,fire,523,1,614,108
hand_held_nasa_training111.jpg,854,480,fire,273,121,367,175
house2546.jpg,854,480,fire,510,1,607,105
house660.jpg,426,240,fire,171,81,200,119
house2180.jpg,854,480,fire,523,1,614,108
house6455.jpg,426,240,fire,172,59,206,119
house6224.jpg,426,240,fire,171,81,200,119
house4164.jpg,854,480,fire,469,350,527,424
house2187.jpg,854,480,fire,523,1,614,108
house2617.jpg,854,480,fire,497,1,621,107
house4834.jpg,854,480,fire,467,341,524,424
hand_held_nasa_training67.jpg,854,480,fire,252,376,355,460
house2404.jpg,854,480,fire,519,2,617,106
barbecue763.jpg,1280,720,fire,496,231,695,564
case2_car183.jpg,640,480,fire,232,237,297,291
house2470.jpg,854,480,fire,510,1,607,105
house2742.jpg,854,480,fire,517,0,599,107
house4316.jpg,854,480,fire,471,346,529,422
house623.jpg,426,240,fire,176,84,200,117
house6453.jpg,426,240,fire,172,59,206,119
house6723.jpg,426,240,fire,153,152,171,194
house6617.jpg,426,240,fire,131,81,155,117
house4791.jpg,854,480,fire,467,341,524,424
house3312.jpg,854,480,fire,470,2,561,109
case2_car181.jpg,640,480,fire,232,237,297,291
house6789.jpg,426,240,fire,174,49,241,121
house6385.jpg,426,240,fire,173,68,201,118
house6102.jpg,426,240,fire,171,81,200,119
house4186.jpg,854,480,fire,469,350,527,424
house3590.jpg,854,480,fire,500,0,572,109
house4511.jpg,854,480,fire,471,362,523,427
house261.jpg,854,480,fire,525,2,643,107
case2_car177.jpg,640,480,fire,232,237,297,291
house4670.jpg,854,480,fire,467,347,528,426
house4510.jpg,854,480,fire,471,362,523,427
house3176.jpg,854,480,fire,507,74,564,111
house6346.jpg,426,240,fire,173,68,201,118
house4551.jpg,854,480,fire,471,347,523,422
house2641.jpg,854,480,fire,510,0,614,109
house6699.jpg,426,240,fire,153,152,171,194
house3495.jpg,854,480,fire,481,2,559,109
house3351.jpg,854,480,fire,468,1,564,110
house6638.jpg,426,240,fire,131,81,155,117
house2866.jpg,854,480,fire,508,2,664,108
barbecue828.jpg,1280,720,fire,530,453,702,558
hand_held_nasa_training188.jpg,854,480,fire,302,267,363,303
house3316.jpg,854,480,fire,470,2,561,109
house6238.jpg,426,240,fire,173,68,201,118
house6375.jpg,426,240,fire,173,68,201,118
house6446.jpg,426,240,fire,172,59,206,119
house22.jpg,854,480,fire,521,2,605,106
house2258.jpg,854,480,fire,513,2,608,105
hand_held_nasa_training25.jpg,854,480,fire,256,405,361,462
house54.jpg,854,480,fire,422,249,512,428
house3320.jpg,854,480,fire,468,1,564,110
barbecue822.jpg,1280,720,fire,509,312,701,543
house3801.jpg,854,480,fire,469,0,561,108
house3703.jpg,854,480,fire,500,2,577,109
house4388.jpg,854,480,fire,472,333,526,420
house2224.jpg,854,480,fire,513,2,608,105
house3437.jpg,854,480,fire,468,1,564,110
house4239.jpg,854,480,fire,473,360,527,424
house275.jpg,854,480,fire,525,2,643,107
house3119.jpg,854,480,fire,511,81,537,106
house3341.jpg,854,480,fire,468,1,564,110
barbecue751.jpg,1280,720,fire,501,311,696,591
house219.jpg,854,480,fire,521,2,605,106
case2_car104.jpg,640,480,fire,149,238,204,299
case2_car90.jpg,640,480,fire,137,229,220,283
case2_car110.jpg,640,480,fire,149,238,204,299
hand_held_nasa_training31.jpg,854,480,fire,256,405,361,462
house4403.jpg,854,480,fire,472,333,526,420
house4280.jpg,854,480,fire,471,349,529,423
barbecue757.jpg,1280,720,fire,501,311,696,591
house3429.jpg,854,480,fire,468,1,564,110
house551.jpg,854,480,fire,422,246,522,426
house6374.jpg,426,240,fire,173,68,201,118
house3256.jpg,854,480,fire,481,4,567,110
barbecue795.jpg,1280,720,fire,536,362,693,556
house3560.jpg,854,480,fire,500,0,572,109
house3813.jpg,854,480,fire,489,1,561,107
house295.jpg,854,480,fire,521,4,606,105
house6215.jpg,426,240,fire,171,81,200,119
hand_held_nasa_training42.jpg,854,480,fire,272,381,369,459
house4556.jpg,854,480,fire,471,347,523,422
house6783.jpg,426,240,fire,174,49,241,121
house542.jpg,854,480,fire,422,246,522,426
hand_held_nasa_training85.jpg,854,480,fire,312,319,390,383
house215.jpg,854,480,fire,521,2,605,106
house2670.jpg,854,480,fire,510,0,614,109
house3226.jpg,854,480,fire,502,57,561,111
house4405.jpg,854,480,fire,472,333,526,420
house4494.jpg,854,480,fire,467,324,526,423
house4379.jpg,854,480,fire,469,326,526,422
house3512.jpg,854,480,fire,483,3,571,110
house238.jpg,854,480,fire,521,2,605,106
house613.jpg,426,240,fire,176,84,200,117
house4723.jpg,854,480,fire,473,332,526,426
house412.jpg,854,480,fire,470,345,523,425
house4787.jpg,854,480,fire,467,341,524,424
house4421.jpg,854,480,fire,472,333,526,420
house3594.jpg,854,480,fire,500,0,572,109
house66.jpg,426,240,fire,176,84,200,117
house3669.jpg,854,480,fire,501,0,587,108
house567.jpg,854,480,fire,420,258,528,427
house6709.jpg,426,240,fire,153,152,171,194
house6290.jpg,426,240,fire,173,68,201,118
house2811.jpg,854,480,fire,508,2,664,108
house4752.jpg,854,480,fire,473,332,526,426
house4153.jpg,854,480,fire,469,350,527,424
case2_car149.jpg,640,480,fire,201,227,275,286
house3727.jpg,854,480,fire,500,2,577,109
house3869.jpg,854,480,fire,503,64,559,108
house4484.jpg,854,480,fire,469,345,526,422
house6757.jpg,426,240,fire,175,44,209,120
hand_held_nasa_training76.jpg,854,480,fire,288,361,385,445
hand_held_nasa_training187.jpg,854,480,fire,302,267,363,303
house2288.jpg,854,480,fire,513,2,608,105
house647.jpg,426,240,fire,176,84,200,117
house6875.jpg,426,240,fire,174,46,242,118
house6632.jpg,426,240,fire,131,81,155,117
barbecue658.jpg,1280,720,fire,405,157,673,485
barbecue678.jpg,1280,720,fire,550,473,682,581
house2192.jpg,854,480,fire,523,1,614,108
house6227.jpg,426,240,fire,171,81,200,119
hand_held_nasa_training68.jpg,854,480,fire,281,379,373,451
house6771.jpg,426,240,fire,174,49,241,121
house3690.jpg,854,480,fire,496,8,577,107
barbecue673.jpg,1280,720,fire,518,309,690,541
house3701.jpg,854,480,fire,500,2,577,109
house3618.jpg,854,480,fire,511,3,582,107
house4618.jpg,854,480,fire,470,333,525,426
hand_held_nasa_training139.jpg,854,480,fire,285,85,384,146
house4676.jpg,854,480,fire,467,347,528,426
case2_car119.jpg,640,480,fire,144,241,215,295
house3711.jpg,854,480,fire,500,2,577,109
house498.jpg,854,480,fire,473,363,531,426
house6616.jpg,426,240,fire,131,81,155,117
house3158.jpg,854,480,fire,501,78,558,112
hand_held_nasa_training99.jpg,854,480,fire,235,118,326,184
house2117.jpg,854,480,fire,523,1,614,108
house2290.jpg,854,480,fire,513,2,608,105
hand_held_nasa_training38.jpg,854,480,fire,272,381,369,459
house6196.jpg,426,240,fire,171,81,200,119
barbecue802.jpg,1280,720,fire,536,362,693,556
house6175.jpg,426,240,fire,171,81,200,119
house6317.jpg,426,240,fire,173,68,201,118
house2708.jpg,854,480,fire,510,0,614,109
case2_car165.jpg,640,480,fire,219,233,285,299
house2175.jpg,854,480,fire,523,1,614,108
house2509.jpg,854,480,fire,510,1,607,105
house2616.jpg,854,480,fire,497,1,621,107
house668.jpg,426,240,fire,171,81,200,119
barbecue729.jpg,1280,720,fire,482,310,732,605
house6160.jpg,426,240,fire,171,81,200,119
house4897.jpg,854,480,fire,464,350,526,424
house4178.jpg,854,480,fire,469,350,527,424
hand_held_nasa_training5.jpg,854,480,fire,239,418,348,458
house4843.jpg,854,480,fire,467,341,524,424
house2702.jpg,854,480,fire,510,0,614,109
house3785.jpg,854,480,fire,484,1,562,110
house6802.jpg,426,240,fire,175,24,241,119
house3567.jpg,854,480,fire,500,0,572,109
house3281.jpg,854,480,fire,501,63,561,109
house3746.jpg,854,480,fire,500,2,577,109
barbecue881.jpg,1280,720,fire,551,387,695,536
case2_car81.jpg,640,480,fire,94,223,188,285
house4333.jpg,854,480,fire,471,346,529,422
house3776.jpg,854,480,fire,484,1,562,110
house526.jpg,854,480,fire,422,246,522,426
house424.jpg,854,480,fire,470,345,523,425
house521.jpg,854,480,fire,422,246,522,426
house4368.jpg,854,480,fire,469,326,526,422
house2125.jpg,854,480,fire,523,1,614,108
house3630.jpg,854,480,fire,501,0,587,108
house6293.jpg,426,240,fire,173,68,201,118
house3215.jpg,854,480,fire,502,57,561,111
case2_car98.jpg,640,480,fire,149,235,214,290
house2898.jpg,854,480,fire,518,1,667,106
house6435.jpg,426,240,fire,173,68,201,118
house3195.jpg,854,480,fire,504,66,561,108
house2165.jpg,854,480,fire,523,1,614,108
house2313.jpg,854,480,fire,513,2,608,105
house3292.jpg,854,480,fire,501,63,561,109
barbecue716.jpg,1280,720,fire,484,372,725,604
house2764.jpg,854,480,fire,514,1,644,105
house248.jpg,854,480,fire,521,2,605,106
barbecue871.jpg,1280,720,fire,551,455,705,547
house6816.jpg,426,240,fire,130,82,155,116
barbecue826.jpg,1280,720,fire,530,453,702,558
house3184.jpg,854,480,fire,507,74,564,111
